id,name,reitDollarsInvestedInElement,reitName,reitId,strategy,reitName.1,coverPhotoUrl,thumbnailUrl,status,projectType,address,city,state,zip,lat,lon,submarket,structure,realizedReturn,totalSize,acquisitionDate,exitDate,blendedReturnProjection,annualInterestRate,projectedReturnLowerBound,projectedReturnUpperBound,returnRateType,riskScore,rating,inScopeForInvestorSubmissions,market,geoJson
63,Rampart Pre-Development Acquisition,2636225.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/63/171e8f32-2807-4e84-9a96-d260afcea583.png,images/reit-elements/63/311b3858-f4db-4d74-8b0c-f99b987b7037.png,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90026.0,34.05352,-118.242822,Echo Park,0.0,2636225,2017-11-14T00:00:00.000-05:00,,False,0.0,0.072,0.124,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
64,Single-family rental,439415.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/64/84d84378-531f-4480-9728-6457dcf047a1.jpg,images/reit-elements/64/74083b0d-1803-4e8b-971b-61f1ee0d898d.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90037.0,34.052234,-118.243685,South LA,0.0,439415,2017-09-12T00:00:00.000-04:00,,True,0.0,0.054,0.119,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
65,East Hollywood Land Acquisition  Virgil,3731774.00,Fundrise eFund,8,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Fundrise eFund,images/reit-elements/65/79c00c2c-e16d-47a2-bad5-9a7b4b1beb40.jpg,images/reit-elements/65/de87ea64-5732-4ace-92c2-b7704e1c3cf7.jpg,ACTIVE,Single-family rental,1221 - 1227 N Virgil Ave,Los Angeles,CA,90029.0,34.091341,-118.293589,,0.0,3731774,2017-12-27T00:00:00.000-05:00,,False,0.0,0.072,0.124,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
68,Bloomingdale Condo Conversion,1550000.00,Fundrise eFund,8,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Fundrise eFund,images/reit-elements/68/4d6d6992-c2fd-4831-bce4-289a56a1fc99.jpg,images/reit-elements/68/b55ad76f-8405-4d0f-9ee9-862ab1d724ca.jpg,REDEEMED,Real estate debt,2003 1st St NW,Washington,DC,20001.0,38.917204,-77.011899,Bloomingdale,0.0825,1550000,2017-06-27T00:00:00.000-04:00,2018-02-07T00:00:00.000-05:00,False,0.0825,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
69,Single-family rental,697851.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/69/0159b428-a17c-4889-9bdf-c5b64dd60a09.jpg,images/reit-elements/69/e9bc50ba-a046-49ba-a883-933f91467830.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20011.0,38.944064,-77.015254,Petworth,0.0,697851,2017-07-28T00:00:00.000-04:00,,False,0.0,0.018,0.083,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
71,Single-family rental,656998.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/71/01890816-6579-4d26-8e77-222b463069ef.jpg,images/reit-elements/71/0884d262-4300-4938-9a14-3ab58f5945e3.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20011.0,38.944852,-77.015283,,0.0,656998,2017-08-16T00:00:00.000-04:00,,True,0.0,0.045,0.115,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
72,Single-family rental,777849.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/72/4a55f965-7061-4743-a99d-6be9043fb5ac.jpg,images/reit-elements/72/b056e839-2ee3-43d5-8c9b-1e42a9f4324a.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20002.0,38.916445,-77.001088,Eckington,0.0,777849,2017-10-27T00:00:00.000-04:00,,False,0.0,0.008,0.074,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
73,Single-family rental,583111.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/73/5496eca2-b7c5-4b94-b788-9e8183c4c98b.jpg,images/reit-elements/73/2c19718a-c887-4c3e-bf83-b65651a3d4bf.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20011.0,38.952257,-77.024647,Petworth,0.0,583111,2017-10-20T00:00:00.000-04:00,,True,0.0,0.045,0.115,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
74,Northwest DC Rental Rowhome  Petworth,506545.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/74/607a40d5-5815-4f45-a777-50e4072b4495.jpg,images/reit-elements/74/05b6b3eb-39ba-4803-b1f0-c110dae046f9.jpg,REDEEMED,Single-family rental,Address not disclosed,Washington,DC,20011.0,38.952054,-77.014321,,0.069,506545,2018-01-29T00:00:00.000-05:00,2018-11-02T00:00:00.000-04:00,True,0.0,0.065,0.127,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,,
75,Single-family rental,558592.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/75/9e387581-df31-4d53-b9e0-02f5c85613ca.jpg,images/reit-elements/75/7a65cc19-3c05-4ba8-ba58-1edc00fd5f96.jpg,ACTIVE,Single-family rental,Address not disclosed,Washington,DC,20011.0,38.953304,-77.020607,,0.0,558592,2017-10-30T00:00:00.000-04:00,,True,0.0,0.045,0.115,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
76,Build-for-rent,8120000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/76/7654bbd3-a6e7-4271-8d18-b0053255e553.jpg,images/reit-elements/76/efda3352-94b2-4113-bb7d-f134a497b125.jpg,ACTIVE,Build-for-rent,5137 Colfax Avenue,Los Angeles,CA,91601.0,34.164461,-118.387773,,0.0,8120000,2018-04-06T00:00:00.000-04:00,,False,0.0,0.0,0.0,NO_RETURN_PROJECTION,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
77,The Arbors and The Courtyards,8707334.00,West Coast eREIT,5,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",West Coast eREIT,images/reit-elements/77/34629112-bd29-46c5-95d0-4945c2a315c6.jpg,images/reit-elements/77/658856d3-2b97-4538-a53e-7ebdd7541560.jpg,REDEEMED,Multifamily,4501 Shepard Rd NE,Albuquerque,NM,87110.0,35.119471,-106.59367,,0.18,8707334,2018-02-15T00:00:00.000-05:00,2019-12-23T00:00:00.000-05:00,True,0.0,0.1144,0.1347,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
78,The Villages at Beavercreek,2000000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/78/18d2bd0c-226a-4389-87b7-8807ca66bd63.jpg,images/reit-elements/78/6d7e2ab0-989e-4e56-aef0-15875d1e8771.jpg,REDEEMED,Multifamily,19896 Beavercreek Rd,Oregon City,OR,97045.0,45.319712,-122.556484,,0.0,2000000,2018-02-13T00:00:00.000-05:00,2019-10-04T00:00:00.000-04:00,False,0.145,0.0,0.0,ANNUAL_INTEREST_RATE,16.0,"{'riskScore': '16', 'color': '#FF794C', 'letter': 'D', 'subletter': '2', 'full': 'D2'}",False,False,,
79,Aventine at Oakhurst North,8000000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/79/7d1c468f-1f0b-4b69-8857-2e4f1b681d14.jpg,images/reit-elements/79/56e0d67c-d026-4049-88e2-af3b457b5bef.jpg,REDEEMED,Preferred equity,2800 Pontiac Dr,Aurora,IL,60502.0,41.768243,-88.2436,,0.09,8000000,2017-10-30T00:00:00.000-04:00,2020-06-17T00:00:00.000-04:00,False,0.09,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,,
80,North LA Acquisition Loan  Los Feliz,5985000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/80/90bd6d6e-5746-4f91-8082-cc83d927cacc.jpg,images/reit-elements/80/1eca9b89-4b35-4e26-8f65-6b0559abc7e1.jpg,REDEEMED,Build-for-rent,4773 Hollywood Blvd,Los Angeles,CA,90027.0,34.10202,-118.293909,,0.115,5985000,2017-11-02T00:00:00.000-04:00,2019-05-16T00:00:00.000-04:00,False,0.09,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
81,Multifamily,270000.00,East Coast eREIT,3,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",East Coast eREIT,images/reit-elements/81/ba740f8c-d57e-4773-aec3-9b1fe52fb16a.jpg,images/reit-elements/81/93b4d95b-814d-4569-9485-b476a52e23bd.jpg,REDEEMED,Multifamily,1803 19th St NW,Washington,DC,20009.0,38.914294,-77.043118,,0.16,270000,2017-11-30T00:00:00.000-05:00,2020-11-09T00:00:00.000-05:00,False,0.16,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
82,Volaris Starkey Ranch Apartments,5670000.00,East Coast eREIT,3,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",East Coast eREIT,images/reit-elements/82/062b7d81-be28-45a1-bf0b-592bb80c9062.jpg,images/reit-elements/82/6aeb5a46-bfaf-43fd-86c0-8ac7d656eecb.jpg,REDEEMED,Multifamily,2500 Heart Pine Ave,Odessa,FL,33556.0,28.19269,-82.611917,,0.1,5670000,2017-10-30T00:00:00.000-04:00,2020-09-18T00:00:00.000-04:00,False,0.1,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
83,Chestnut Springs Apartments,265000.00,Heartland eREIT,4,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Heartland eREIT,images/reit-elements/83/26e1f952-5148-41fe-b4ac-3e4e28d52020.jpg,images/reit-elements/83/681e48a9-2b9e-4614-8d81-47340f1294ba.jpg,REDEEMED,Multifamily,4315 - 4331 N Chestnut St,Colorado Springs,CO,80907.0,38.892392,-104.833994,,0.11,265000,2017-07-17T00:00:00.000-04:00,2021-03-18T00:00:00.000-04:00,False,0.11,0.0,0.0,ANNUAL_INTEREST_RATE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'Though perhaps best known for world-class winter sports and craft beer, the Denver area economy is growing faster than its housing supply, creating value-add opportunities for smart investors.', 'name': 'Denver - Front Range', 'thumbnailUrl': 'images/market-thumbnails/936af61d-191d-4c39-ac32-334a375e605a.jpg', 'urlSlug': 'denver'}",
84,Wind River Place Apartments,375000.00,Heartland eREIT,4,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Heartland eREIT,images/reit-elements/84/a380a6b1-a5f6-4246-aa16-1c2a497d5498.jpg,images/reit-elements/84/1df10f87-fb86-43e6-9803-3c43242ac90e.jpg,REDEEMED,Multifamily,919 N 19th St,Colorado Springs,CO,80904.0,38.8518927,-104.8496499,,0.11,375000,2017-07-17T00:00:00.000-04:00,2020-09-25T00:00:00.000-04:00,False,0.11,0.0,0.0,ANNUAL_INTEREST_RATE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'Though perhaps best known for world-class winter sports and craft beer, the Denver area economy is growing faster than its housing supply, creating value-add opportunities for smart investors.', 'name': 'Denver - Front Range', 'thumbnailUrl': 'images/market-thumbnails/936af61d-191d-4c39-ac32-334a375e605a.jpg', 'urlSlug': 'denver'}",
85,Asbury Plaza Apartments,5034285.00,Heartland eREIT,4,"{'description': 'Acquire real estate that needs improvements and / or lease-up.', 'id': '3', 'name': 'Value add', 'urlSlug': 'value-add'}",Heartland eREIT,images/reit-elements/85/0d3b360f-35e0-465f-a7f9-bc42db6aac44.jpg,images/reit-elements/85/a23b2696-db91-4289-8bc9-b5c0c0ba5da3.jpg,ACTIVE,Multifamily,5100 - 5170 East Asbury Ave,Denver,CO,80222.0,39.679926,-104.927946,,0.0,5034285,2017-11-30T00:00:00.000-05:00,,True,0.0,0.1084,0.1318,PROJECTED_RETURN_RANGE,14.0,"{'riskScore': '14', 'color': '#FFAF40', 'letter': 'C', 'subletter': '3', 'full': 'C3'}",False,False,"{'description': 'Though perhaps best known for world-class winter sports and craft beer, the Denver area economy is growing faster than its housing supply, creating value-add opportunities for smart investors.', 'name': 'Denver - Front Range', 'thumbnailUrl': 'images/market-thumbnails/936af61d-191d-4c39-ac32-334a375e605a.jpg', 'urlSlug': 'denver'}",
86,Estraya Georgetown Apartments,5815000.00,Heartland eREIT,4,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Heartland eREIT,images/reit-elements/86/8b06a7f3-0815-4861-93af-21b9fdd03541.jpg,images/reit-elements/86/a2967eea-9661-4332-9561-3631b903246c.jpg,REDEEMED,Multifamily,NE Inner Loop & University Ave,Georgetown,TX,78626.0,30.638748,-97.643017,,0.1,5815000,2017-11-27T00:00:00.000-05:00,2020-09-18T00:00:00.000-04:00,False,0.1,0.0,0.0,ANNUAL_INTEREST_RATE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
